回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
2009/04/07 22:00:23.880,川添 匠,49,男性,秋田県,2回,はい,1時間～3時間未満,はい,はい,ジョア　プレーン,いいえ,false,false,false,false,true,false,true,false,false,false,true,true,false,false,true,true,true,true,false
2009/08/06 06:15:45.703,桜木 舞,53,女性,広島県,1回,いいえ,3時間～5時間未満,いいえ,はい,ビタホット,はい,true,true,false,false,false,true,true,true,true,false,true,true,true,false,false,false,true,true,true
2010/08/14 02:14:43.829,深山 沙織,55,女性,秋田県,2回,いいえ,9時間以上,はい,いいえ,,いいえ,false,false,true,false,false,false,true,false,true,true,true,false,true,true,true,true,false,false,true
2011/03/29 09:04:29.790,宮地 大樹,37,男性,秋田県,1回,いいえ,3時間～5時間未満,はい,はい,ヘルケット,いいえ,true,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false,true,false,true
2008/12/25 18:28:46.859,海津 洋平,59,男性,岐阜県,3回,はい,3時間～5時間未満,はい,はい,オリゴのおかげポーションタイプ,いいえ,true,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,false
2009/09/24 05:36:17.770,加島 誠,27,男性,群馬県,1回,いいえ,7時間～9時間未満,はい,いいえ,,いいえ,true,true,true,true,false,false,false,false,true,true,false,true,false,true,false,true,true,true,true
2011/06/01 05:50:01.252,藤谷 明日香,72,女性,広島県,1回,はい,7時間～9時間未満,いいえ,いいえ,,はい,false,false,false,true,false,true,true,false,true,false,false,true,false,true,true,false,false,true,false
2011/02/20 06:54:00.908,益田 雄太,47,男性,鹿児島県,4回以上,はい,7時間～9時間未満,はい,いいえ,,いいえ,true,false,false,false,false,true,false,true,false,false,false,false,true,false,false,true,false,true,false
2011/03/05 08:30:32.692,楠本 雄大,23,男性,兵庫県,1回,はい,7時間～9時間未満,はい,いいえ,,はい,true,true,true,true,false,true,false,false,false,true,false,false,true,false,false,false,false,true,false
2010/02/14 16:59:49.215,小石 さくら,23,女性,埼玉県,3回,はい,3時間～5時間未満,いいえ,はい,ハンバーグ＆唐揚げ,はい,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,true
2011/06/21 02:32:10.391,阿比留 玲奈,82,女性,愛媛県,4回以上,いいえ,1時間～3時間未満,はい,はい,ヘルシア緑茶,はい,true,false,false,true,true,false,true,false,true,true,false,true,true,false,true,false,true,false,false
2009/01/24 00:44:28.617,清水 遙,25,女性,岩手県,2回,はい,5時間～7時間未満,はい,いいえ,,いいえ,false,true,false,true,false,true,false,true,true,true,false,false,true,false,false,true,true,true,true
2009/01/02 03:07:24.867,武 誠,27,男性,兵庫県,2回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,false,true,true,false,true,false,false,true,false,true,false,false,false,false,true,false,true,false,true
2009/03/10 16:14:58.796,丸岡 桃子,10,女性,群馬県,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,いいえ,true,false,false,true,false,true,true,false,true,true,true,false,true,false,false,true,true,false,false
2010/09/02 14:21:17.867,鵜野 美穂,77,女性,神奈川県,3回,はい,5時間～7時間未満,いいえ,いいえ,,はい,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,false,false,true,false
2009/06/02 18:11:24.848,岸野 舞,28,女性,沖縄県,4回以上,はい,9時間以上,はい,いいえ,,はい,true,false,false,false,true,true,true,true,false,true,false,true,false,false,true,false,true,true,true
2011/06/21 18:40:39.389,園山 菜月,70,女性,埼玉県,3回,いいえ,3時間～5時間未満,はい,はい,ギャバ・20タブレット,いいえ,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,true,false,false
2010/05/07 20:40:12.362,合田 拓哉,79,男性,島根県,4回以上,いいえ,7時間～9時間未満,いいえ,はい,繊維補給,いいえ,true,false,false,false,false,true,false,true,true,true,true,true,true,true,false,true,false,true,false
2010/11/19 19:46:04.746,芳賀 智也,20,男性,栃木県,1回,はい,1時間未満,いいえ,はい,日清おいしさプラスキトサンヌードルタンメン,いいえ,false,true,false,true,true,true,false,true,false,false,true,true,true,false,true,false,true,false,false
2010/09/08 14:21:17.584,藤沢 大貴,69,男性,愛知県,4回以上,いいえ,1時間未満,はい,いいえ,,はい,false,true,true,false,false,false,true,true,false,true,false,true,true,false,false,true,false,true,true
2010/01/29 14:59:38.851,椎原 匠,80,男性,宮城県,4回以上,はい,5時間～7時間未満,いいえ,はい,ジョア　ストロベリー,はい,true,true,false,false,true,false,true,true,true,false,true,false,false,true,false,false,false,false,false
2009/07/23 08:38:49.883,北条 愛,37,女性,神奈川県,3回,いいえ,3時間～5時間未満,はい,はい,コレカットライト,はい,true,false,true,false,false,true,true,false,false,true,false,true,false,false,false,true,true,true,true
2009/01/10 19:31:14.399,今本 翔太,58,男性,岡山県,2回,いいえ,1時間未満,はい,いいえ,,はい,false,true,false,false,false,false,false,true,false,true,true,false,false,false,true,true,true,true,true
2010/08/06 22:49:06.668,新名 駿,79,男性,千葉県,2回,いいえ,9時間以上,いいえ,はい,オリゴ2400,はい,true,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true,false
2010/10/23 15:24:30.309,中武 翔平,11,男性,奈良県,2回,いいえ,5時間～7時間未満,はい,はい,キリンコレステミン,はい,false,false,false,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true
2008/10/15 18:15:06.503,津村 健太,45,男性,高知県,2回,はい,1時間未満,いいえ,いいえ,,はい,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,true,false,false,true
2009/01/04 10:48:41.581,衛藤 愛,40,女性,島根県,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,true,false,false,false
2009/06/29 04:13:35.285,柳川 千尋,11,女性,滋賀県,2回,いいえ,1時間～3時間未満,いいえ,いいえ,,いいえ,false,true,true,true,false,true,true,true,true,false,true,true,false,false,true,true,true,true,true
2009/02/24 23:43:04.436,浅山 雄大,67,男性,和歌山県,3回,いいえ,9時間以上,はい,いいえ,,いいえ,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false
2010/11/15 05:16:30.809,執行 和也,48,男性,長野県,2回,いいえ,1時間未満,はい,はい,日清おいしさプラス サイリウムコーンフレーク セミスィート,いいえ,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true
2009/03/02 16:57:47.090,瀬戸山 直人,49,男性,富山県,2回,いいえ,1時間～3時間未満,いいえ,はい,日清おいしさプラス サイリウムドリンク,はい,false,false,false,false,true,false,false,false,false,false,false,true,true,true,true,true,true,false,false
2009/07/18 08:07:38.816,副田 明日香,69,女性,岐阜県,1回,はい,1時間～3時間未満,はい,いいえ,,いいえ,true,true,false,true,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false
2010/05/10 14:21:38.992,新留 健太郎,40,男性,香川県,1回,いいえ,9時間以上,はい,いいえ,,いいえ,false,false,false,false,true,false,true,false,true,true,false,false,true,false,true,true,false,true,true
2009/11/02 01:50:04.480,戸高 彩花,87,女性,島根県,1回,いいえ,1時間未満,はい,いいえ,,いいえ,false,false,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,true
2010/05/25 06:36:29.575,吉倉 美穂,31,女性,埼玉県,4回以上,いいえ,7時間～9時間未満,はい,いいえ,,はい,false,false,true,true,true,false,true,false,true,false,false,true,false,false,true,true,false,false,false
2011/01/09 23:07:07.346,小手川 七海,22,女性,静岡県,3回,いいえ,9時間以上,はい,はい,ヨーグリーナ,はい,false,true,false,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false
2010/10/29 13:40:52.466,上久保 佳奈,88,女性,北海道,2回,いいえ,3時間～5時間未満,いいえ,はい,日清おいしさプラス　サイリウムドリンク,いいえ,true,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,true,true,false
2010/08/26 02:06:49.829,蓑島 大輝,16,男性,福井県,3回,いいえ,1時間～3時間未満,はい,いいえ,,はい,true,true,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,false,false
2011/08/31 16:04:23.838,吉浜 蓮,24,男性,新潟県,1回,はい,3時間～5時間未満,いいえ,はい,日清おいしさプラスサイリウムヌードル,いいえ,false,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false
2010/06/03 01:53:03.351,櫛引 拓哉,38,男性,佐賀県,2回,いいえ,1時間未満,いいえ,いいえ,,はい,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,false
2009/05/26 16:37:15.052,浦川 智美,29,女性,徳島県,3回,はい,9時間以上,いいえ,はい,和風ハンバーグ幕の内弁当,いいえ,false,false,true,true,true,true,true,true,true,true,false,false,false,true,false,false,true,false,false
2009/04/24 03:23:17.376,蒲池 翔,36,男性,大阪府,3回,いいえ,1時間未満,はい,いいえ,,はい,true,false,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,false,false
2009/09/24 11:51:21.340,堀内 翔,11,男性,愛媛県,1回,いいえ,7時間～9時間未満,いいえ,はい,健康笑顔ごはん,はい,true,false,true,true,true,false,false,true,true,false,false,true,false,true,true,false,true,true,false
2008/12/27 16:42:46.982,平間 彩香,30,女性,秋田県,4回以上,いいえ,1時間未満,いいえ,いいえ,,いいえ,true,false,false,false,false,false,false,true,true,false,false,true,true,false,false,true,true,true,false
2011/08/16 02:42:20.949,奥野 翔,32,男性,山口県,3回,はい,5時間～7時間未満,いいえ,はい,ソフール　ＬＴ,はい,false,false,false,false,false,false,true,false,true,true,true,false,true,true,true,false,false,true,true
2008/12/01 01:58:55.798,磯部 彩夏,61,女性,岡山県,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,はい,true,false,false,false,false,true,true,false,true,true,true,true,true,true,true,false,false,false,false
2010/01/29 20:27:19.817,岩井 結衣,71,女性,岐阜県,4回以上,いいえ,5時間～7時間未満,いいえ,はい,海老とソーセージのドリア,いいえ,false,true,true,false,true,false,true,false,false,false,false,true,true,true,false,false,true,true,true
2010/07/08 04:39:01.790,大川内 七海,32,女性,愛知県,3回,はい,1時間未満,いいえ,いいえ,,いいえ,true,true,true,false,true,false,false,false,false,true,true,true,false,false,false,true,false,false,true
2010/08/06 21:14:48.230,岩淵 彩香,84,女性,島根県,3回,いいえ,5時間～7時間未満,はい,いいえ,,はい,false,true,false,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,false
2008/11/09 14:54:57.568,渡邊 亜美,78,女性,広島県,4回以上,はい,9時間以上,いいえ,はい,ナタデココファイバー,いいえ,true,false,false,true,true,false,true,true,true,false,false,false,false,true,false,true,true,false,false
2010/06/11 14:40:05.842,加川 涼太,10,男性,愛知県,3回,はい,1時間未満,はい,はい,日清おいしさプラス サイリウムヌードル しょうゆ味,はい,true,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,true,true
2011/08/03 04:42:10.605,塚越 拓海,21,男性,富山県,2回,いいえ,9時間以上,はい,はい,ソフール プレーン,いいえ,true,false,false,false,false,false,false,true,true,false,true,true,false,true,true,true,false,false,true
2011/02/26 20:32:49.781,三好 彩乃,54,女性,石川県,4回以上,はい,9時間以上,はい,いいえ,,いいえ,false,false,true,false,false,true,false,false,true,false,false,true,true,false,true,false,true,false,false
2010/08/31 06:34:14.335,鴇田 智美,66,女性,三重県,2回,はい,7時間～9時間未満,はい,いいえ,,はい,true,true,true,false,true,false,true,false,false,true,true,true,true,false,true,false,true,true,true
2010/05/15 07:04:26.896,尾下 亜美,57,女性,山形県,3回,はい,5時間～7時間未満,はい,はい,日清おいしさプラス サイリウムドリンク,はい,true,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,true,true,false
2009/03/16 09:08:44.017,高畠 千尋,31,女性,奈良県,3回,はい,3時間～5時間未満,いいえ,はい,天寿りんご黒酢,いいえ,false,true,true,false,true,false,false,true,true,false,true,true,false,false,true,true,true,true,false
2011/02/21 17:49:26.628,北風 大輝,68,男性,大分県,1回,はい,3時間～5時間未満,いいえ,はい,ペプチドストレート,はい,false,true,true,true,false,false,false,false,true,true,true,false,true,false,false,true,false,true,true
2008/11/03 00:11:46.108,青沼 拓也,35,男性,東京都,2回,はい,7時間～9時間未満,はい,はい,ゴマペプ茶,いいえ,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,false,false
2011/08/08 18:48:53.176,上条 明日香,42,女性,愛知県,3回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,true,true,true,false,false,false,true,true,true,false,true,false,true,false,false,true,false,true,true
2010/10/12 18:01:21.510,寺崎 直人,28,男性,宮崎県,4回以上,はい,1時間未満,はい,いいえ,,はい,true,true,true,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false
2009/09/13 16:58:50.116,徳永 達也,43,男性,大阪府,2回,いいえ,7時間～9時間未満,はい,いいえ,,いいえ,false,true,false,false,true,false,false,true,true,true,false,true,false,true,true,true,true,false,true
2009/04/09 18:45:05.714,和久井 瞳,86,女性,岩手県,3回,いいえ,3時間～5時間未満,はい,いいえ,,はい,true,false,true,false,false,true,true,false,true,false,false,true,false,true,false,true,false,false,true
